User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
60,499,Dress,Adidas,Kids' Fashion,93,2.6014024743552,White,L
36,500,Shoes,Zara,Women's Fashion,88,1.70443952011454,Red,M
20,501,Sweater,Adidas,Kids' Fashion,41,4.32216715619815,Green,S
61,502,Dress,Zara,Kids' Fashion,33,4.98796432097084,Blue,M
84,503,Sweater,Adidas,Kids' Fashion,16,4.53449907929298,White,XL
70,504,Sweater,Zara,Men's Fashion,22,2.09610925163373,Black,XL
24,505,Dress,Zara,Women's Fashion,75,1.7297821493407,Black,S
47,506,Shoes,Nike,Women's Fashion,51,3.98345622701378,Blue,M
37,507,T-shirt,Zara,Women's Fashion,85,4.05666723473292,White,XL
72,508,Dress,Gucci,Men's Fashion,25,4.45906443252645,Blue,M
95,509,Dress,Gucci,Men's Fashion,28,1.95770976189734,Blue,L
9,510,Shoes,Nike,Men's Fashion,60,3.10817774548373,Green,L
52,511,Jeans,H&M,Kids' Fashion,78,2.93007161400505,Black,S
71,512,Shoes,Nike,Men's Fashion,92,2.36236785026108,Blue,S
7,513,Jeans,Zara,Men's Fashion,65,4.0617909215077,Green,M
27,514,Dress,Adidas,Kids' Fashion,47,3.43278951388492,White,M
1,515,Dress,Nike,Kids' Fashion,64,3.74893669842799,White,S
51,516,Shoes,Gucci,Women's Fashion,33,1.60415886403831,Red,S
29,517,T-shirt,Gucci,Men's Fashion,74,2.8489694583538,Blue,M
87,518,Sweater,Gucci,Men's Fashion,56,2.58041206212199,Yellow,S
28,519,Sweater,Adidas,Women's Fashion,29,3.47502240093368,Blue,XL
8,520,Dress,Zara,Men's Fashion,13,3.07048346198603,Red,L
90,521,T-shirt,Adidas,Men's Fashion,19,3.25678057168054,White,M
24,522,Sweater,Adidas,Men's Fashion,80,2.93907972341831,Yellow,S
82,523,Sweater,Gucci,Women's Fashion,71,1.22476995949719,Black,S
51,524,T-shirt,Nike,Kids' Fashion,47,1.93445001767503,Black,S
72,525,T-shirt,Adidas,Kids' Fashion,58,2.44337993597991,Blue,M
36,526,Jeans,Zara,Women's Fashion,70,2.9296883485275,Red,L
12,527,T-shirt,Nike,Kids' Fashion,31,4.14779066270218,Yellow,M
98,528,Shoes,Zara,Men's Fashion,33,2.7147621741886,Black,M
77,529,Shoes,Gucci,Women's Fashion,59,1.99514353536249,White,L
7,530,Shoes,Adidas,Kids' Fashion,71,3.35641040180358,Black,M
50,531,Dress,H&M,Women's Fashion,45,2.89309770621488,Green,L
32,532,Shoes,Zara,Men's Fashion,21,2.06602925358232,Blue,L
12,533,Shoes,Nike,Kids' Fashion,11,4.82516900434986,Green,S
40,534,Dress,Adidas,Kids' Fashion,94,4.50848551259607,Yellow,M
24,535,Jeans,Nike,Women's Fashion,87,1.20424199489824,Red,L
82,536,Dress,H&M,Kids' Fashion,18,3.34746107392172,Yellow,S
41,537,Jeans,Nike,Men's Fashion,68,2.40596707064282,Red,M
11,538,Dress,Nike,Men's Fashion,94,2.36952754554161,Blue,M
26,539,T-shirt,Nike,Kids' Fashion,10,3.10162343410321,Blue,L
26,540,Jeans,H&M,Kids' Fashion,80,1.16561499090139,Yellow,M
48,541,Jeans,Nike,Women's Fashion,17,2.1369267270919,Green,S
35,542,Dress,Adidas,Men's Fashion,92,4.02202118802662,Red,S
15,543,Jeans,Gucci,Men's Fashion,86,4.16531233332784,Yellow,M
54,544,T-shirt,Nike,Women's Fashion,77,3.55686632133819,Red,L
68,545,Shoes,Zara,Men's Fashion,82,2.00427123818002,Red,XL
6,546,Shoes,Zara,Women's Fashion,93,1.3562617808119,Red,L
6,547,Sweater,H&M,Kids' Fashion,89,2.54432355709519,Yellow,XL
79,548,Sweater,Zara,Kids' Fashion,65,1.49299256252712,Red,M
11,549,Dress,Zara,Women's Fashion,96,4.28395113998333,Blue,XL
57,550,T-shirt,Nike,Men's Fashion,69,2.92825774281682,Yellow,L
49,551,Jeans,H&M,Women's Fashion,83,4.073676651772,Blue,M
2,552,Sweater,Adidas,Kids' Fashion,50,4.48016891250422,Blue,M
10,553,Shoes,Adidas,Men's Fashion,90,1.19849411976545,Green,XL
11,554,Sweater,Adidas,Men's Fashion,51,4.09696378863866,Blue,L
21,555,T-shirt,Adidas,Women's Fashion,67,3.93608710868036,Blue,L
26,556,T-shirt,H&M,Women's Fashion,39,2.60074907553583,Red,L
45,557,Shoes,Adidas,Women's Fashion,85,1.50202199839881,Black,M
2,558,Jeans,Adidas,Women's Fashion,23,2.02668226970558,Red,XL
6,559,Shoes,Gucci,Women's Fashion,10,4.23345927582836,Red,XL
31,560,Dress,Adidas,Women's Fashion,99,1.00206406867357,Red,XL
65,561,Shoes,Zara,Men's Fashion,96,3.96845634467538,Yellow,M
37,562,T-shirt,Zara,Kids' Fashion,29,4.44010599080364,Green,L
44,563,Shoes,Adidas,Men's Fashion,39,4.04308720299467,Blue,XL
70,564,Shoes,Adidas,Kids' Fashion,31,4.56326548952981,Blue,M
13,565,Sweater,Nike,Kids' Fashion,11,2.59288504948292,White,L
100,566,Dress,Gucci,Kids' Fashion,80,4.02415890823775,White,M
27,567,Dress,Zara,Kids' Fashion,96,1.20672294603108,Black,M
61,568,Sweater,Gucci,Kids' Fashion,20,3.49286127083657,Red,L
92,569,Dress,Nike,Kids' Fashion,55,4.23939109932193,Blue,XL
4,570,T-shirt,Adidas,Women's Fashion,54,1.45246638184105,Black,S
23,571,Jeans,Nike,Men's Fashion,23,2.61921836910432,Red,M
17,572,Sweater,H&M,Men's Fashion,63,4.05156476091164,Blue,S
80,573,Shoes,Zara,Kids' Fashion,78,3.40150906792814,White,L
9,574,Jeans,Gucci,Women's Fashion,92,4.49189401429102,Black,L
99,575,T-shirt,H&M,Kids' Fashion,72,4.75548000767284,White,L
76,576,T-shirt,H&M,Women's Fashion,26,3.0898876849263,White,S
41,577,T-shirt,H&M,Women's Fashion,66,2.16069551204152,White,M
65,578,Dress,Gucci,Women's Fashion,48,3.12169313099428,Green,L
26,579,Shoes,Gucci,Women's Fashion,57,4.98594991876778,White,XL
38,580,Shoes,Adidas,Men's Fashion,92,2.49420384835839,Green,S
65,581,Sweater,Zara,Men's Fashion,83,4.71518883861807,Red,L
24,582,Dress,Zara,Men's Fashion,70,2.24310354711184,White,M
96,583,Dress,H&M,Kids' Fashion,64,4.45499231026541,Green,L
71,584,T-shirt,Gucci,Women's Fashion,17,2.63550072139775,Black,S
6,585,Jeans,Adidas,Women's Fashion,68,3.59168884098668,Yellow,M
38,586,Sweater,Nike,Kids' Fashion,99,2.28007638892644,Yellow,M
41,587,T-shirt,Adidas,Women's Fashion,50,1.25296172726886,Blue,XL
46,588,T-shirt,Gucci,Kids' Fashion,24,3.41128773202383,White,S
71,589,T-shirt,Adidas,Women's Fashion,99,1.02424975171455,Red,L
56,590,T-shirt,Nike,Kids' Fashion,65,2.42932983903842,Green,L
61,591,Jeans,Gucci,Women's Fashion,97,2.03623638476833,White,M
29,592,Jeans,Nike,Kids' Fashion,47,1.75907515330212,Yellow,M
97,593,Sweater,H&M,Men's Fashion,89,3.14551914812231,White,S
97,594,Sweater,Nike,Kids' Fashion,86,3.84219810523646,Yellow,S
53,595,T-shirt,Gucci,Women's Fashion,96,3.63308805512401,Blue,S
9,596,Dress,H&M,Women's Fashion,35,3.93954388788984,Black,L
95,597,Jeans,H&M,Men's Fashion,38,3.24397590204904,Blue,M
79,598,Shoes,Gucci,Women's Fashion,77,1.42644050097872,Yellow,XL
